file_path,file_class,file_name,feature_vector
database_normalized\HumanHead\m353.obj,HumanHead,m353.obj,"[0.18057949984778982, -0.06267464257417545, -0.024375655303844487, -0.15320005058839264, -0.5285818151046836, -0.0791130477054845, 0.04323, 0.0723, 0.08349, 0.08817, 0.09401, 0.0961, 0.09347, 0.0866, 0.07742, 0.06198, 0.05045, 0.04162, 0.03255, 0.02629, 0.01941, 0.01427, 0.00897, 0.00575, 0.00296, 0.00096, 0.012893, 0.016766, 0.018497, 0.086261, 0.121928, 0.14908, 0.118682, 0.110271, 0.087019, 0.054004, 0.043385, 0.03704, 0.0188, 0.016525, 0.019682, 0.021186, 0.024015, 0.021542, 0.016908, 0.005516, 0.011828, 0.035034, 0.04984, 0.053231, 0.056059, 0.060816, 0.065917, 0.073516, 0.081024, 0.091614, 0.09682, 0.092791, 0.081933, 0.061211, 0.034553, 0.023513, 0.016071, 0.009146, 0.003818, 0.001265, 0.003043, 0.019118, 0.041213, 0.063099, 0.078497, 0.085989, 0.091635, 0.093011, 0.091568, 0.087315, 0.083418, 0.079426, 0.069408, 0.052218, 0.032558, 0.016346, 0.007352, 0.003436, 0.001221, 0.000129, 0.005152, 0.029649, 0.061539, 0.088226, 0.105534, 0.112158, 0.109721, 0.101374, 0.090048, 0.078022, 0.065685, 0.05179, 0.039886, 0.02775, 0.017383, 0.009165, 0.004489, 0.001856, 0.000515, 5.8e-05]"
database_normalized\HumanHead\m354.obj,HumanHead,m354.obj,"[-0.11020484558185695, -0.06133294672770058, -0.08578655185275712, -0.14294463260387422, -0.5516811198844164, -0.07801362989063058, 0.02449, 0.06258, 0.08754, 0.09812, 0.10475, 0.10354, 0.09547, 0.08707, 0.07661, 0.06595, 0.0541, 0.04286, 0.03219, 0.0238, 0.01665, 0.01034, 0.00683, 0.00426, 0.00217, 0.00068, 0.006419, 0.006466, 0.02296, 0.069045, 0.054984, 0.091166, 0.088274, 0.089379, 0.077248, 0.065669, 0.097585, 0.082965, 0.089452, 0.098464, 0.04081, 0.007773, 0.003753, 0.002574, 0.003774, 0.00124, 0.004583, 0.01918, 0.032244, 0.045037, 0.055882, 0.070144, 0.084221, 0.093161, 0.10021, 0.107483, 0.104879, 0.093241, 0.069995, 0.04984, 0.029883, 0.02456, 0.010468, 0.003365, 0.0014, 0.000224, 0.00028, 0.00328, 0.01138, 0.025117, 0.04071, 0.055302, 0.070917, 0.085452, 0.097039, 0.107267, 0.112889, 0.113549, 0.104063, 0.079685, 0.052258, 0.027132, 0.010349, 0.002658, 0.000579, 9.4e-05, 0.001177, 0.0075, 0.019643, 0.035325, 0.053426, 0.071216, 0.086583, 0.097358, 0.103417, 0.1056, 0.102188, 0.094095, 0.080557, 0.062662, 0.042887, 0.023675, 0.009803, 0.002497, 0.000353, 3.8e-05]"
database_normalized\HumanHead\m355.obj,HumanHead,m355.obj,"[-0.015563747232731481, -0.06177459353813634, -0.09883403443333307, -0.1388093376904282, -0.4542189752942307, -0.07825413377759355, 0.02239, 0.05785, 0.0832, 0.10051, 0.10893, 0.10494, 0.09722, 0.08856, 0.0784, 0.06588, 0.05429, 0.04269, 0.03202, 0.02365, 0.01579, 0.01114, 0.00632, 0.00378, 0.00191, 0.00053, 0.006212, 0.044222, 0.056156, 0.08717, 0.107723, 0.093148, 0.067761, 0.068109, 0.065357, 0.064994, 0.059959, 0.079423, 0.062959, 0.046991, 0.024968, 0.007415, 0.007189, 0.00818, 0.010521, 0.031543, 0.00559, 0.015316, 0.025756, 0.036231, 0.047048, 0.058484, 0.068236, 0.078386, 0.091404, 0.104519, 0.113219, 0.105409, 0.07856, 0.053323, 0.040945, 0.03159, 0.019283, 0.01276, 0.010451, 0.00349, 0.000622, 0.004579, 0.012639, 0.022918, 0.035073, 0.0495, 0.064586, 0.079623, 0.09399, 0.106153, 0.114611, 0.117496, 0.107699, 0.083369, 0.054502, 0.031083, 0.014954, 0.005361, 0.001147, 9.5e-05, 0.001572, 0.008019, 0.019249, 0.033194, 0.049137, 0.064475, 0.078879, 0.090965, 0.099165, 0.103392, 0.102788, 0.096435, 0.085377, 0.069319, 0.049858, 0.029465, 0.013421, 0.004485, 0.00075, 5.5e-05]"
database_normalized\HumanHead\m356.obj,HumanHead,m356.obj,"[0.0948853178105017, -0.06284623542362348, -0.0067249798508825865, -0.11938995812956466, -0.3414131234838181, -0.07871796370905178, 0.01911, 0.05171, 0.07728, 0.09691, 0.10652, 0.10928, 0.10805, 0.0992, 0.08356, 0.07125, 0.05544, 0.04247, 0.03139, 0.02102, 0.01324, 0.00744, 0.00368, 0.00162, 0.00071, 0.00012, 0.022285, 0.029698, 0.052101, 0.070707, 0.076322, 0.063239, 0.072451, 0.065597, 0.080108, 0.068162, 0.059486, 0.059436, 0.060434, 0.069642, 0.073582, 0.039421, 0.01878, 0.00926, 0.002902, 0.006387, 0.005726, 0.013337, 0.022251, 0.030388, 0.038366, 0.047447, 0.055798, 0.064105, 0.073226, 0.082333, 0.091298, 0.100331, 0.107655, 0.096418, 0.067827, 0.045762, 0.033102, 0.01752, 0.006257, 0.000853, 0.000265, 0.002084, 0.006747, 0.014466, 0.024475, 0.033261, 0.044706, 0.056661, 0.068332, 0.07973, 0.090281, 0.098685, 0.10394, 0.105974, 0.100342, 0.08318, 0.054245, 0.025669, 0.006512, 0.000445, 0.000845, 0.005266, 0.013388, 0.024908, 0.038347, 0.052923, 0.067321, 0.0803, 0.089676, 0.096264, 0.099287, 0.097784, 0.091769, 0.08216, 0.06698, 0.048918, 0.029545, 0.01197, 0.002269, 8e-05]"
database_normalized\HumanHead\m357.obj,HumanHead,m357.obj,"[0.07707496110608528, -0.062495209301987105, -0.027526888715577444, -0.13587520543054712, -0.40403726458102657, -0.07883004778181672, 0.01888, 0.0499, 0.07605, 0.09377, 0.10643, 0.11009, 0.10821, 0.09882, 0.08554, 0.07169, 0.05613, 0.04182, 0.03017, 0.02122, 0.01343, 0.0084, 0.00524, 0.00239, 0.00139, 0.00043, 0.020053, 0.061069, 0.05541, 0.048275, 0.070785, 0.047163, 0.053838, 0.079278, 0.074152, 0.127338, 0.106319, 0.090015, 0.053265, 0.044628, 0.02582, 0.013938, 0.011982, 0.008233, 0.003602, 0.004837, 0.004086, 0.013983, 0.022481, 0.031684, 0.039762, 0.048579, 0.058413, 0.067962, 0.076637, 0.087426, 0.095513, 0.104555, 0.108224, 0.090491, 0.064699, 0.043509, 0.026235, 0.011968, 0.003327, 0.000466, 0.000221, 0.002326, 0.007565, 0.016678, 0.029165, 0.040407, 0.053743, 0.068414, 0.081784, 0.094655, 0.104651, 0.112608, 0.114463, 0.107701, 0.085927, 0.048314, 0.02186, 0.007747, 0.001661, 0.00011, 0.000972, 0.006066, 0.015174, 0.027618, 0.042514, 0.057709, 0.072887, 0.085863, 0.093529, 0.100225, 0.101383, 0.098258, 0.09011, 0.077572, 0.059381, 0.040029, 0.020786, 0.007894, 0.001835, 0.000195]"
database_normalized\HumanHead\m358.obj,HumanHead,m358.obj,"[0.2971444240470863, -0.06111245711671071, 0.004908367414986384, -0.066616329061288, 1.1748633196393492, -0.07860557377318464, 0.02791, 0.05697, 0.0799, 0.09452, 0.10585, 0.10641, 0.10236, 0.09241, 0.07926, 0.06533, 0.05216, 0.04151, 0.0315, 0.02314, 0.01547, 0.01073, 0.00692, 0.00444, 0.00224, 0.00097, 0.010827, 0.089459, 0.06634, 0.070453, 0.088186, 0.077075, 0.061796, 0.063932, 0.059151, 0.072147, 0.075157, 0.059137, 0.053742, 0.060093, 0.043267, 0.034102, 0.008085, 0.0, 0.004359, 0.002692, 0.008749, 0.020847, 0.029836, 0.042688, 0.054847, 0.064596, 0.077745, 0.089173, 0.100867, 0.110133, 0.115297, 0.108577, 0.070939, 0.041029, 0.029679, 0.020374, 0.010679, 0.002948, 0.000733, 0.000264, 0.001739, 0.009309, 0.020212, 0.033186, 0.046169, 0.060326, 0.075959, 0.090114, 0.101658, 0.110992, 0.114541, 0.110379, 0.095486, 0.067199, 0.037888, 0.017204, 0.006003, 0.001346, 0.000263, 2.7e-05, 0.002366, 0.012438, 0.027388, 0.04395, 0.05994, 0.074621, 0.086728, 0.095373, 0.100139, 0.101634, 0.097202, 0.087724, 0.075177, 0.058704, 0.040614, 0.022909, 0.009696, 0.002872, 0.000479, 4.6e-05]"
database_normalized\HumanHead\m359.obj,HumanHead,m359.obj,"[-0.06876411214130375, -0.06302847650261761, -0.12594190994731366, -0.22794423311615986, -0.6700409375945239, -0.07856947506589651, 0.02362, 0.05874, 0.08316, 0.09277, 0.09933, 0.10383, 0.10169, 0.09498, 0.08398, 0.06908, 0.0566, 0.04413, 0.03354, 0.0224, 0.01514, 0.00846, 0.00492, 0.00221, 0.00105, 0.00037, 0.007174, 0.012926, 0.038031, 0.108295, 0.098253, 0.07759, 0.070022, 0.050908, 0.061811, 0.062809, 0.087905, 0.079749, 0.071039, 0.054975, 0.046214, 0.04359, 0.014486, 0.009507, 0.001194, 0.003522, 0.004369, 0.016048, 0.0256, 0.034916, 0.044058, 0.051509, 0.058202, 0.064152, 0.069031, 0.073033, 0.079857, 0.087189, 0.095978, 0.108176, 0.093029, 0.05112, 0.026254, 0.012633, 0.00393, 0.000916, 0.000719, 0.004074, 0.01018, 0.019741, 0.031645, 0.042316, 0.054221, 0.06579, 0.076703, 0.086737, 0.095046, 0.10003, 0.102, 0.099439, 0.090414, 0.069113, 0.037529, 0.012313, 0.001918, 7.2e-05, 0.001453, 0.007981, 0.018937, 0.032677, 0.048081, 0.0637, 0.077727, 0.088502, 0.095643, 0.099089, 0.098842, 0.093331, 0.083428, 0.070547, 0.05374, 0.036589, 0.020552, 0.007594, 0.001489, 9.8e-05]"
database_normalized\HumanHead\m360.obj,HumanHead,m360.obj,"[0.02898229897853688, -0.06263013437986302, -0.020370932818634134, -0.1966364863193754, -0.6908785046537452, -0.0787386897987582, 0.02041, 0.05258, 0.07741, 0.09577, 0.10715, 0.11022, 0.10392, 0.09891, 0.0851, 0.07078, 0.05423, 0.04218, 0.03104, 0.02149, 0.01306, 0.00759, 0.00439, 0.00245, 0.00104, 0.00028, 0.015404, 0.025868, 0.057031, 0.029797, 0.048094, 0.054391, 0.064738, 0.112006, 0.11763, 0.088552, 0.083741, 0.098295, 0.089304, 0.055816, 0.034747, 0.005145, 0.006518, 0.002591, 0.005174, 0.005158, 0.004034, 0.014174, 0.022705, 0.03201, 0.040802, 0.04977, 0.057992, 0.067, 0.076832, 0.087108, 0.093661, 0.101168, 0.107945, 0.09656, 0.067069, 0.04492, 0.022236, 0.009596, 0.003478, 0.00094, 0.000337, 0.00282, 0.008428, 0.017333, 0.02953, 0.03977, 0.052301, 0.066082, 0.078261, 0.08964, 0.100316, 0.107465, 0.109866, 0.106637, 0.091458, 0.059639, 0.02858, 0.009455, 0.001926, 0.000156, 0.000885, 0.00624, 0.015841, 0.029023, 0.044595, 0.060651, 0.076139, 0.088539, 0.09785, 0.102754, 0.103253, 0.098307, 0.089102, 0.074801, 0.055821, 0.035393, 0.01586, 0.004341, 0.00058, 2.5e-05]"
database_normalized\HumanHead\m361.obj,HumanHead,m361.obj,"[-0.07539186432080934, -0.06271835374241444, -0.13052793263854434, -0.2152306237287642, 0.033967364413855616, -0.07881479355538502, 0.02411, 0.05708, 0.08123, 0.09426, 0.104, 0.10659, 0.10276, 0.09473, 0.07967, 0.06752, 0.05455, 0.04232, 0.0325, 0.02267, 0.01445, 0.00949, 0.006, 0.00325, 0.002, 0.00082, 0.039499, 0.05937, 0.036571, 0.061943, 0.082373, 0.060604, 0.07353, 0.10457, 0.108285, 0.12983, 0.083593, 0.057832, 0.060885, 0.019948, 0.007076, 0.005714, 0.0, 0.004184, 0.001407, 0.002786, 0.006438, 0.017115, 0.029662, 0.0416, 0.053096, 0.059798, 0.073296, 0.082101, 0.085611, 0.09507, 0.111442, 0.128897, 0.093042, 0.056141, 0.035981, 0.018654, 0.007529, 0.002902, 0.001239, 0.000386, 0.0017, 0.006862, 0.013614, 0.022618, 0.03701, 0.049902, 0.062772, 0.076694, 0.087071, 0.097595, 0.10344, 0.109973, 0.108436, 0.093372, 0.067295, 0.03984, 0.016503, 0.004267, 0.000945, 9.1e-05, 0.002888, 0.011967, 0.02548, 0.04169, 0.058136, 0.073629, 0.087559, 0.098032, 0.1036, 0.105041, 0.099945, 0.089217, 0.07544, 0.057969, 0.038235, 0.020671, 0.008236, 0.001983, 0.000262, 2e-05]"
database_normalized\HumanHead\m362.obj,HumanHead,m362.obj,"[0.6970862221195296, -0.057868967261001034, 0.1699727185907196, 0.06307597762501273, -0.17388137588375865, -0.07848575887743603, 0.02266, 0.06099, 0.08899, 0.10541, 0.1099, 0.10568, 0.09707, 0.08643, 0.07317, 0.061, 0.04978, 0.03765, 0.02962, 0.0231, 0.01687, 0.01204, 0.00906, 0.00552, 0.00377, 0.00129, 0.003798, 0.006429, 0.007341, 0.020224, 0.028997, 0.033165, 0.044479, 0.048302, 0.063836, 0.081307, 0.094051, 0.131408, 0.115558, 0.103854, 0.086513, 0.071737, 0.008495, 0.012774, 0.024808, 0.012924, 0.001483, 0.011426, 0.02424, 0.039949, 0.058612, 0.074692, 0.093006, 0.103393, 0.10124, 0.100932, 0.096024, 0.083925, 0.070665, 0.059845, 0.031165, 0.019739, 0.01426, 0.00844, 0.004923, 0.002041, 0.000208, 0.002126, 0.008812, 0.022179, 0.040123, 0.061061, 0.082404, 0.101655, 0.11422, 0.1196, 0.116047, 0.102376, 0.084148, 0.06266, 0.041633, 0.022333, 0.011024, 0.005304, 0.001971, 0.000116, 0.001255, 0.008735, 0.022822, 0.042902, 0.065491, 0.0875, 0.106689, 0.116435, 0.119448, 0.112793, 0.09896, 0.07915, 0.058304, 0.038956, 0.022589, 0.011217, 0.004743, 0.001569, 0.000401, 4.1e-05]"
database_normalized\HumanHead\m363.obj,HumanHead,m363.obj,"[0.013555861415635004, -0.06197380692546497, -0.06033382404195279, -0.2042427714001875, -0.6551154938264796, -0.07851860192613914, 0.03808, 0.06693, 0.07991, 0.09153, 0.09719, 0.10012, 0.09762, 0.09198, 0.07658, 0.06338, 0.05258, 0.0422, 0.0327, 0.02395, 0.01758, 0.01193, 0.00778, 0.00448, 0.00264, 0.00084, 0.002649, 0.003619, 0.006418, 0.010023, 0.007299, 0.013372, 0.032687, 0.050312, 0.072547, 0.107406, 0.197631, 0.134397, 0.086499, 0.071838, 0.046083, 0.031445, 0.038974, 0.030147, 0.027016, 0.029638, 0.013231, 0.026611, 0.037099, 0.040805, 0.054595, 0.06526, 0.062932, 0.066559, 0.077254, 0.092859, 0.099736, 0.106279, 0.087814, 0.060225, 0.039941, 0.027946, 0.023144, 0.014305, 0.002694, 0.000711, 0.002184, 0.010746, 0.020628, 0.032918, 0.045742, 0.056205, 0.066507, 0.074682, 0.080114, 0.085122, 0.087569, 0.08662, 0.084318, 0.080746, 0.072763, 0.056592, 0.035044, 0.016959, 0.004206, 0.000335, 0.003561, 0.016955, 0.035605, 0.053855, 0.069615, 0.083026, 0.092423, 0.096246, 0.095275, 0.09054, 0.084445, 0.075273, 0.063648, 0.051012, 0.03808, 0.026388, 0.015999, 0.006787, 0.001236, 3.1e-05]"
database_normalized\HumanHead\m364.obj,HumanHead,m364.obj,"[-0.11102263772920447, -0.06154685004735846, -0.007206887066405575, -0.24101555922012238, -0.19340458313756534, -0.07848528948443365, 0.02156, 0.0566, 0.08159, 0.09817, 0.10546, 0.10717, 0.10102, 0.09068, 0.08082, 0.06638, 0.05489, 0.04176, 0.03251, 0.02329, 0.01592, 0.0099, 0.0063, 0.00349, 0.00181, 0.00068, 0.020386, 0.09474, 0.15472, 0.154138, 0.198419, 0.132391, 0.116486, 0.04539, 0.01897, 0.007577, 0.011427, 0.007509, 0.002576, 0.005054, 0.007518, 0.00258, 0.004935, 0.007622, 0.006336, 0.001226, 0.006113, 0.02154, 0.035322, 0.04939, 0.063651, 0.077832, 0.090779, 0.104425, 0.115157, 0.12674, 0.115438, 0.078449, 0.047631, 0.02629, 0.015176, 0.011041, 0.007174, 0.004674, 0.002666, 0.000512, 0.000292, 0.003854, 0.012429, 0.026411, 0.04316, 0.05889, 0.077452, 0.094325, 0.108749, 0.12022, 0.124551, 0.11916, 0.0946, 0.058502, 0.030983, 0.015708, 0.00729, 0.002544, 0.000778, 0.000102, 0.001254, 0.008056, 0.020675, 0.037765, 0.056739, 0.075605, 0.092308, 0.104018, 0.110682, 0.11143, 0.105275, 0.093874, 0.075255, 0.052599, 0.031058, 0.014991, 0.005889, 0.001944, 0.000497, 8.6e-05]"
database_normalized\HumanHead\m365.obj,HumanHead,m365.obj,"[0.08035934983990875, -0.06285590428193646, -0.021561183533440855, -0.09946290347335669, -0.48898102996278103, -0.07861502998465467, 0.01976, 0.05204, 0.0767, 0.0959, 0.10661, 0.10704, 0.10561, 0.09549, 0.0843, 0.07095, 0.05703, 0.04409, 0.03227, 0.02155, 0.01468, 0.00832, 0.0043, 0.00225, 0.00082, 0.00029, 0.00594, 0.012252, 0.021045, 0.060143, 0.073432, 0.078416, 0.077772, 0.073682, 0.08065, 0.069939, 0.068937, 0.050941, 0.054987, 0.069523, 0.070796, 0.079199, 0.030154, 0.009658, 0.007848, 0.004686, 0.005238, 0.013361, 0.021413, 0.030095, 0.038424, 0.047237, 0.056704, 0.065062, 0.071825, 0.078195, 0.086221, 0.093073, 0.101374, 0.10243, 0.071672, 0.047992, 0.037419, 0.021488, 0.008942, 0.001835, 0.000387, 0.002841, 0.008245, 0.015299, 0.024115, 0.034633, 0.0458, 0.057154, 0.06898, 0.080415, 0.090569, 0.097742, 0.10398, 0.105189, 0.098837, 0.080609, 0.050927, 0.025512, 0.007951, 0.000815, 0.000972, 0.005799, 0.014473, 0.02629, 0.039695, 0.053347, 0.066426, 0.07881, 0.088764, 0.094926, 0.098031, 0.096715, 0.090626, 0.080813, 0.066144, 0.049408, 0.030846, 0.013868, 0.00369, 0.000357]"
database_normalized\HumanHead\m366.obj,HumanHead,m366.obj,"[-0.09291041756813899, -0.06145280417762768, -0.14426790001745363, -0.19673964331880375, -0.4261090675261655, -0.07776034256915511, 0.02612, 0.06375, 0.09144, 0.10302, 0.10653, 0.1011, 0.09237, 0.08205, 0.07079, 0.06167, 0.05148, 0.04246, 0.03356, 0.02537, 0.01847, 0.01296, 0.00864, 0.00519, 0.00227, 0.00076, 0.028757, 0.048256, 0.059502, 0.083073, 0.10256, 0.076131, 0.072566, 0.064764, 0.061647, 0.063129, 0.051261, 0.052302, 0.042987, 0.059769, 0.062949, 0.036054, 0.012846, 0.010761, 0.006649, 0.004037, 0.005618, 0.017121, 0.028335, 0.039959, 0.052963, 0.069229, 0.084786, 0.100107, 0.109369, 0.113027, 0.097391, 0.07247, 0.056895, 0.045104, 0.033875, 0.026124, 0.020483, 0.01546, 0.009694, 0.00199, 0.000423, 0.003963, 0.012795, 0.024788, 0.038454, 0.054535, 0.071772, 0.089099, 0.104603, 0.11645, 0.122158, 0.11506, 0.092966, 0.067621, 0.045207, 0.025525, 0.01068, 0.003114, 0.0007, 8.7e-05, 0.001586, 0.010195, 0.025318, 0.045157, 0.065272, 0.085427, 0.101468, 0.112305, 0.117334, 0.115032, 0.105148, 0.087711, 0.064169, 0.038247, 0.017866, 0.005994, 0.001447, 0.00027, 4.8e-05, 6e-06]"
database_normalized\HumanHead\m367.obj,HumanHead,m367.obj,"[-0.2917261125797837, -0.06270720799262128, -0.22125605455155928, -0.26688321777591945, -0.4645277146891069, -0.07827390479737902, 0.02577, 0.06265, 0.08629, 0.10115, 0.10262, 0.10086, 0.09454, 0.08859, 0.07779, 0.06363, 0.05446, 0.04175, 0.03212, 0.02414, 0.01712, 0.01236, 0.00755, 0.00384, 0.00216, 0.00061, 0.012755, 0.025739, 0.029913, 0.073936, 0.114016, 0.108513, 0.089442, 0.089617, 0.115316, 0.111702, 0.095348, 0.07089, 0.010044, 0.009919, 0.010084, 0.002889, 0.008552, 0.008492, 0.004304, 0.008529, 0.008459, 0.021448, 0.033647, 0.045577, 0.057487, 0.069439, 0.079834, 0.088497, 0.096012, 0.105154, 0.114, 0.099091, 0.066581, 0.046266, 0.029402, 0.017187, 0.009796, 0.00669, 0.004033, 0.0014, 0.000334, 0.003723, 0.012259, 0.025413, 0.039954, 0.053178, 0.067619, 0.081346, 0.093378, 0.103014, 0.10914, 0.111347, 0.104875, 0.084105, 0.055189, 0.031432, 0.014909, 0.006344, 0.00216, 0.000281, 0.001498, 0.009138, 0.022864, 0.040373, 0.058748, 0.076088, 0.090152, 0.100452, 0.104975, 0.105288, 0.099492, 0.089485, 0.074897, 0.056853, 0.037499, 0.020381, 0.008605, 0.00262, 0.000544, 4.8e-05]"
database_normalized\HumanHead\m368.obj,HumanHead,m368.obj,"[0.09074786026077342, -0.06261391553274764, -0.09931958597567353, -0.12466926863497389, -0.6772832418646149, -0.07870669682114169, 0.02918, 0.06496, 0.08701, 0.10093, 0.10261, 0.09935, 0.09381, 0.08495, 0.07716, 0.06523, 0.05394, 0.04357, 0.0326, 0.02251, 0.01629, 0.01087, 0.00729, 0.0044, 0.00254, 0.0008, 0.002296, 0.009096, 0.015723, 0.024925, 0.022556, 0.020282, 0.029644, 0.063579, 0.069147, 0.031455, 0.069072, 0.101, 0.073693, 0.071406, 0.091844, 0.075962, 0.060223, 0.039607, 0.071011, 0.057479, 0.005791, 0.018186, 0.028592, 0.04057, 0.045881, 0.05377, 0.060975, 0.0715, 0.078736, 0.082527, 0.078696, 0.076254, 0.075291, 0.082348, 0.069913, 0.057811, 0.038685, 0.020216, 0.010416, 0.003842, 0.000931, 0.006852, 0.01673, 0.029718, 0.044861, 0.057071, 0.06827, 0.078762, 0.084841, 0.089234, 0.092327, 0.092122, 0.090721, 0.08514, 0.071685, 0.050716, 0.02523, 0.010961, 0.003337, 0.000491, 0.00233, 0.013443, 0.03112, 0.05031, 0.067741, 0.082062, 0.092699, 0.097455, 0.097736, 0.094618, 0.088588, 0.079337, 0.068, 0.054019, 0.039173, 0.023762, 0.012002, 0.004572, 0.000951, 8.2e-05]"
database_normalized\HumanHead\m369.obj,HumanHead,m369.obj,"[0.04672564731225371, -0.062379101012812556, -0.09961231733175996, -0.20042491098561943, 0.00611983727025832, -0.07897791890674337, 0.02412, 0.05403, 0.07758, 0.09616, 0.10411, 0.1081, 0.10611, 0.10045, 0.08551, 0.06791, 0.05161, 0.04, 0.02977, 0.0212, 0.01372, 0.00883, 0.0059, 0.00286, 0.00147, 0.00056, 0.006382, 0.009061, 0.011523, 0.058965, 0.099694, 0.092414, 0.086829, 0.082307, 0.082486, 0.095991, 0.075918, 0.057546, 0.058783, 0.044765, 0.035376, 0.031034, 0.024386, 0.024731, 0.015032, 0.006777, 0.00588, 0.01888, 0.026923, 0.035792, 0.04554, 0.054921, 0.064668, 0.075481, 0.086099, 0.095141, 0.108548, 0.126927, 0.111658, 0.066621, 0.035105, 0.022065, 0.012029, 0.005418, 0.001957, 0.000347, 0.000727, 0.005316, 0.014323, 0.024709, 0.0353, 0.046477, 0.057723, 0.069436, 0.080546, 0.091459, 0.099276, 0.105905, 0.108107, 0.099828, 0.079703, 0.048363, 0.02284, 0.00808, 0.00172, 0.000162, 0.001325, 0.00838, 0.020911, 0.036077, 0.051149, 0.066026, 0.07793, 0.087483, 0.093919, 0.096239, 0.095667, 0.090515, 0.081968, 0.069687, 0.054376, 0.037517, 0.020876, 0.008088, 0.001737, 0.00013]"
database_normalized\HumanHead\m370.obj,HumanHead,m370.obj,"[-0.1444847895208814, -0.0610009387953752, -0.13329470036266394, -0.185463719060206, -0.6753798830632531, -0.07880257912801075, 0.03158, 0.06204, 0.08129, 0.09746, 0.10271, 0.10045, 0.09938, 0.09151, 0.07634, 0.06161, 0.05026, 0.04025, 0.03211, 0.02435, 0.01823, 0.01273, 0.0085, 0.00538, 0.0028, 0.00102, 0.017533, 0.025252, 0.045329, 0.060293, 0.082524, 0.125961, 0.138441, 0.108442, 0.081796, 0.059452, 0.050938, 0.034978, 0.034294, 0.030705, 0.028891, 0.033588, 0.022804, 0.00408, 0.009963, 0.004736, 0.013362, 0.036393, 0.042622, 0.056675, 0.074602, 0.090482, 0.099637, 0.118311, 0.137363, 0.12315, 0.084474, 0.049817, 0.029106, 0.019125, 0.011837, 0.007037, 0.003108, 0.001644, 0.00096, 0.000295, 0.001739, 0.012444, 0.029597, 0.048334, 0.063238, 0.075162, 0.085812, 0.095276, 0.10402, 0.109727, 0.107819, 0.096359, 0.074916, 0.049527, 0.02614, 0.011777, 0.005475, 0.001963, 0.000596, 7.9e-05, 0.002389, 0.015455, 0.036481, 0.05918, 0.077982, 0.091855, 0.10013, 0.10167, 0.098435, 0.09384, 0.085334, 0.074244, 0.060294, 0.045585, 0.030311, 0.017177, 0.00718, 0.002025, 0.000393, 4e-05]"
database_normalized\Humanoid\m118.obj,Humanoid,m118.obj,"[-0.6177780289922162, -0.05112643315318369, -0.3375825068040385, -0.30157722131570663, -0.6178012303744136, -0.0515875064786951, 0.1162, 0.15014, 0.1154, 0.08128, 0.06142, 0.04926, 0.0416, 0.03703, 0.0338, 0.03064, 0.02945, 0.0303, 0.02949, 0.03125, 0.03506, 0.03462, 0.03473, 0.0302, 0.02085, 0.00728, 0.012625, 0.035267, 0.057508, 0.067965, 0.122855, 0.10148, 0.048991, 0.045713, 0.050145, 0.055037, 0.047807, 0.046314, 0.040282, 0.051642, 0.041704, 0.045102, 0.026334, 0.02396, 0.044054, 0.035215, 0.026334, 0.068428, 0.10217, 0.11277, 0.111374, 0.101768, 0.082892, 0.074249, 0.064671, 0.057648, 0.046196, 0.035971, 0.029897, 0.025458, 0.020932, 0.015804, 0.0111, 0.006752, 0.003922, 0.001664, 0.001085, 0.010204, 0.030202, 0.055036, 0.078723, 0.09743, 0.108685, 0.112898, 0.108845, 0.098097, 0.084807, 0.068643, 0.053122, 0.039369, 0.026566, 0.016058, 0.007325, 0.002429, 0.000448, 2.8e-05, 0.002333, 0.014357, 0.03568, 0.061888, 0.087405, 0.107903, 0.121516, 0.124863, 0.118546, 0.103639, 0.082922, 0.058895, 0.037338, 0.022089, 0.011516, 0.005569, 0.002422, 0.000898, 0.000204, 1.7e-05]"
database_normalized\Humanoid\m119.obj,Humanoid,m119.obj,"[-0.608399308174065, -0.053118080525061916, -0.25951915819992577, -0.30184965568507305, -0.6555477427831342, -0.06558069091797843, 0.09815, 0.14578, 0.1216, 0.08929, 0.0638, 0.05008, 0.04359, 0.03685, 0.03512, 0.03258, 0.03231, 0.03314, 0.03175, 0.03357, 0.03428, 0.03534, 0.03342, 0.02809, 0.01593, 0.00533, 0.01586, 0.045005, 0.174419, 0.113252, 0.058523, 0.046316, 0.062085, 0.064115, 0.060627, 0.056846, 0.045189, 0.042429, 0.035376, 0.03806, 0.027997, 0.021951, 0.019424, 0.014473, 0.026695, 0.031358, 0.023583, 0.067908, 0.10422, 0.130065, 0.119796, 0.102411, 0.087162, 0.072255, 0.057958, 0.049302, 0.045255, 0.037626, 0.028598, 0.022086, 0.01684, 0.012189, 0.00984, 0.00763, 0.003993, 0.001283, 0.000768, 0.006997, 0.021648, 0.040315, 0.05938, 0.077727, 0.095252, 0.108296, 0.112682, 0.110822, 0.100158, 0.082998, 0.065645, 0.048844, 0.032675, 0.019339, 0.010401, 0.004534, 0.001296, 0.000223, 0.001853, 0.011909, 0.029272, 0.051063, 0.073785, 0.093372, 0.107617, 0.116337, 0.117177, 0.109625, 0.09626, 0.075127, 0.052775, 0.033495, 0.018028, 0.00833, 0.002925, 0.000829, 0.000195, 2.6e-05]"
