file_path,file_class,file_name,A3
database_normalized\Car\D00405.obj,Car,D00405.obj,"[0.0454  0.08554 0.09425 0.09963 0.09159 0.08299 0.07444 0.06894 0.06485
 0.06076 0.05549 0.04554 0.03649 0.0294  0.02297 0.01689 0.01182 0.00745
 0.00415 0.00141]"
database_normalized\Car\D00452.obj,Car,D00452.obj,"[0.06021 0.07893 0.0879  0.10565 0.09186 0.08103 0.07332 0.0685  0.06441
 0.05954 0.05373 0.04303 0.03602 0.02874 0.0227  0.01595 0.01208 0.00839
 0.00574 0.00227]"
database_normalized\Car\D00504.obj,Car,D00504.obj,"[0.08537 0.08797 0.07372 0.10195 0.08739 0.07152 0.06839 0.06527 0.06296
 0.05828 0.04847 0.04021 0.03281 0.02954 0.02528 0.02077 0.01616 0.01219
 0.00858 0.00317]"
database_normalized\Car\D00541.obj,Car,D00541.obj,"[0.04566 0.09037 0.10382 0.10339 0.08911 0.07736 0.07072 0.06586 0.06264
 0.05741 0.05054 0.04317 0.03571 0.02998 0.02373 0.01961 0.01334 0.0097
 0.00581 0.00207]"
database_normalized\Car\D00618.obj,Car,D00618.obj,"[0.07772 0.08816 0.08695 0.10324 0.08263 0.07147 0.0693  0.06179 0.05976
 0.05707 0.0505  0.04094 0.03339 0.03109 0.02644 0.02211 0.01679 0.01117
 0.00716 0.00232]"
database_normalized\Car\D00670.obj,Car,D00670.obj,"[0.07189 0.09754 0.10792 0.1047  0.07721 0.06417 0.06004 0.05757 0.05529
 0.05201 0.04813 0.04064 0.03625 0.03331 0.02928 0.02484 0.01751 0.01197
 0.0067  0.00303]"
database_normalized\Car\D00671.obj,Car,D00671.obj,"[0.06908 0.10135 0.11777 0.09798 0.07705 0.06441 0.05768 0.054   0.05262
 0.0485  0.04751 0.04035 0.03557 0.03316 0.02889 0.02494 0.01984 0.01491
 0.00996 0.00443]"
database_normalized\Car\D00724.obj,Car,D00724.obj,"[0.04502 0.08423 0.1     0.1051  0.09407 0.0807  0.07379 0.06777 0.06318
 0.05815 0.05076 0.0428  0.03651 0.02951 0.0235  0.01772 0.01214 0.00802
 0.00497 0.00206]"
database_normalized\Car\D00767.obj,Car,D00767.obj,"[0.05449 0.09036 0.10411 0.10199 0.08204 0.0741  0.0671  0.06437 0.0601
 0.05724 0.05489 0.04725 0.03845 0.03159 0.02553 0.0186  0.01295 0.00839
 0.00451 0.00194]"
database_normalized\Car\D00785.obj,Car,D00785.obj,"[0.05471 0.08649 0.10645 0.10393 0.08788 0.07413 0.06548 0.06229 0.05982
 0.05782 0.05588 0.04447 0.03733 0.03067 0.02515 0.01853 0.0128  0.00905
 0.00509 0.00203]"
database_normalized\Car\D00793.obj,Car,D00793.obj,"[0.08079 0.07909 0.08961 0.10819 0.07433 0.06866 0.06794 0.06689 0.06063
 0.06137 0.05521 0.04501 0.03673 0.03029 0.02511 0.01918 0.01381 0.00924
 0.00585 0.00207]"
database_normalized\Car\D00803.obj,Car,D00803.obj,"[0.09922 0.10145 0.12392 0.08059 0.06025 0.0535  0.0536  0.05423 0.05314
 0.05372 0.04947 0.04141 0.03338 0.03305 0.02906 0.02635 0.02237 0.01643
 0.01013 0.00473]"
database_normalized\Car\D00865.obj,Car,D00865.obj,"[0.05825 0.09908 0.10898 0.10233 0.08484 0.07003 0.06314 0.05876 0.05513
 0.05052 0.04836 0.04189 0.03856 0.03469 0.02702 0.02079 0.01606 0.01146
 0.00716 0.00295]"
database_normalized\Car\D00976.obj,Car,D00976.obj,"[0.05569 0.08716 0.09612 0.09362 0.08669 0.07897 0.07145 0.06811 0.06182
 0.06    0.05679 0.04986 0.04021 0.03203 0.02256 0.01574 0.01084 0.00674
 0.00411 0.00149]"
database_normalized\Car\m1485.obj,Car,m1485.obj,"[0.06858 0.08437 0.09576 0.09313 0.07149 0.06969 0.07007 0.07047 0.0688
 0.06547 0.0611  0.05085 0.03821 0.03045 0.02236 0.01487 0.01095 0.00749
 0.00426 0.00163]"
database_normalized\Car\m1486.obj,Car,m1486.obj,"[0.05467 0.08519 0.10623 0.10297 0.0851  0.07418 0.06757 0.06364 0.06071
 0.05793 0.0541  0.04539 0.03737 0.03081 0.02447 0.01912 0.01407 0.00897
 0.00543 0.00208]"
database_normalized\Car\m1487.obj,Car,m1487.obj,"[0.08485 0.06928 0.07356 0.10516 0.07607 0.0734  0.07627 0.07063 0.06629
 0.06975 0.06536 0.05004 0.03499 0.02624 0.01937 0.01408 0.01088 0.00713
 0.00468 0.00197]"
database_normalized\Car\m1488.obj,Car,m1488.obj,"[0.04438 0.08013 0.09481 0.09946 0.09268 0.08163 0.07786 0.07267 0.06963
 0.06465 0.05699 0.04653 0.03576 0.02669 0.0203  0.01421 0.00981 0.00645
 0.00373 0.00163]"
database_normalized\Car\m1489.obj,Car,m1489.obj,"[0.05072 0.07799 0.08832 0.10552 0.09443 0.08335 0.07903 0.07225 0.0672
 0.06173 0.0558  0.04508 0.03392 0.02666 0.01949 0.01469 0.0106  0.00707
 0.00461 0.00154]"
database_normalized\Car\m1490.obj,Car,m1490.obj,"[0.06562 0.09417 0.09584 0.09269 0.07836 0.07067 0.06919 0.06682 0.06617
 0.06229 0.05583 0.04527 0.03732 0.02924 0.02251 0.01696 0.01302 0.00987
 0.006   0.00216]"
database_normalized\Car\m1492.obj,Car,m1492.obj,"[0.04605 0.08539 0.09016 0.09575 0.09388 0.08685 0.07888 0.07177 0.06992
 0.06347 0.05423 0.04246 0.03315 0.02648 0.02059 0.01564 0.01137 0.00763
 0.00475 0.00158]"
database_normalized\Car\m1495.obj,Car,m1495.obj,"[0.09604 0.0757  0.08681 0.10498 0.06567 0.06455 0.06736 0.06866 0.06514
 0.06367 0.05794 0.04427 0.03406 0.02902 0.02257 0.01876 0.01525 0.0098
 0.00707 0.00268]"
database_normalized\Car\m1496.obj,Car,m1496.obj,"[0.0706  0.09967 0.11446 0.09628 0.07568 0.06465 0.06043 0.05653 0.05486
 0.05263 0.04961 0.04359 0.0389  0.03345 0.02813 0.0224  0.01683 0.0114
 0.00739 0.00251]"
database_normalized\Car\m1497.obj,Car,m1497.obj,"[0.12262 0.06541 0.10942 0.07331 0.04941 0.04871 0.05893 0.07514 0.07553
 0.07691 0.06665 0.04164 0.03348 0.0284  0.02126 0.01678 0.0161  0.01068
 0.00638 0.00324]"
database_normalized\Car\m1498.obj,Car,m1498.obj,"[0.09383 0.09005 0.11473 0.08722 0.06768 0.0595  0.0569  0.05852 0.05765
 0.05622 0.05341 0.04327 0.03672 0.03261 0.02637 0.02186 0.01703 0.0135
 0.00897 0.00396]"
database_normalized\Car\m1499.obj,Car,m1499.obj,"[0.05965 0.08162 0.07755 0.09178 0.10184 0.08759 0.07471 0.06994 0.06838
 0.06347 0.05259 0.04245 0.03439 0.0274  0.02099 0.01703 0.01217 0.00929
 0.00505 0.00211]"
database_normalized\Car\m1500.obj,Car,m1500.obj,"[0.06597 0.08379 0.09675 0.10585 0.08602 0.07273 0.06469 0.06468 0.06224
 0.05682 0.05397 0.04474 0.03716 0.02978 0.02308 0.01881 0.01423 0.00992
 0.00618 0.00259]"
database_normalized\Car\m1502.obj,Car,m1502.obj,"[0.09042 0.10794 0.09108 0.08985 0.07608 0.06591 0.06378 0.06004 0.05445
 0.05115 0.04388 0.03549 0.03219 0.02994 0.02734 0.02578 0.02226 0.01771
 0.01071 0.004  ]"
database_normalized\Car\m1503.obj,Car,m1503.obj,"[0.15921 0.10543 0.08344 0.07496 0.06317 0.05505 0.04979 0.04675 0.04506
 0.0426  0.03756 0.03231 0.03061 0.02916 0.02936 0.02827 0.02888 0.02741
 0.02226 0.00872]"
database_normalized\Car\m1504.obj,Car,m1504.obj,"[0.08051 0.13049 0.11236 0.0856  0.06386 0.05625 0.05387 0.05275 0.05321
 0.04918 0.04464 0.0384  0.03341 0.0323  0.02977 0.02741 0.02381 0.01699
 0.01094 0.00425]"
database_normalized\Car\m1505.obj,Car,m1505.obj,"[0.09857 0.12416 0.11168 0.07668 0.05601 0.05138 0.05384 0.05696 0.05697
 0.05102 0.04486 0.03756 0.03301 0.03099 0.02916 0.02782 0.02431 0.01913
 0.01188 0.00401]"
database_normalized\Car\m1506.obj,Car,m1506.obj,"[0.09091 0.10505 0.08565 0.08549 0.07077 0.06508 0.06821 0.06207 0.06117
 0.06118 0.05254 0.04048 0.03086 0.02715 0.02465 0.02241 0.0191  0.01418
 0.00952 0.00353]"
database_normalized\Car\m1507.obj,Car,m1507.obj,"[0.10463 0.11946 0.09778 0.0746  0.04986 0.04944 0.05838 0.0642  0.06221
 0.06108 0.0506  0.03961 0.03239 0.02918 0.02728 0.02522 0.02085 0.01777
 0.01135 0.00411]"
database_normalized\Car\m1508.obj,Car,m1508.obj,"[0.10575 0.13028 0.10485 0.0784  0.06024 0.05485 0.05    0.05088 0.04751
 0.04542 0.04098 0.03545 0.03372 0.03269 0.03212 0.03043 0.02682 0.02099
 0.01367 0.00495]"
database_normalized\Car\m1509.obj,Car,m1509.obj,"[0.07532 0.09562 0.09932 0.08938 0.06843 0.06664 0.06945 0.07033 0.06784
 0.06093 0.05371 0.04337 0.03317 0.02764 0.02298 0.01931 0.01506 0.0119
 0.00709 0.00251]"
database_normalized\Car\m1510.obj,Car,m1510.obj,"[0.08834 0.11652 0.10454 0.0847  0.06378 0.05777 0.05813 0.05848 0.05743
 0.05266 0.04794 0.03958 0.0355  0.03098 0.02863 0.02368 0.02081 0.01647
 0.01045 0.00361]"
database_normalized\Car\m1511.obj,Car,m1511.obj,"[0.08235 0.11284 0.0916  0.08115 0.07472 0.07028 0.06398 0.06254 0.06145
 0.05842 0.04882 0.03821 0.03057 0.02662 0.02358 0.02345 0.02001 0.01539
 0.01024 0.00378]"
database_normalized\Car\m1512.obj,Car,m1512.obj,"[0.09749 0.1421  0.11109 0.07457 0.05612 0.05069 0.04924 0.04897 0.04885
 0.0461  0.04055 0.03616 0.03531 0.03306 0.03087 0.0295  0.0272  0.02159
 0.01487 0.00567]"
database_normalized\Car\m1513.obj,Car,m1513.obj,"[0.11202 0.14694 0.10058 0.07486 0.05996 0.05231 0.04777 0.04389 0.04138
 0.04072 0.03738 0.03422 0.03249 0.0321  0.03123 0.03145 0.02992 0.02635
 0.01781 0.00662]"
database_normalized\Car\m1514.obj,Car,m1514.obj,"[0.09059 0.12707 0.10361 0.07941 0.0605  0.05569 0.05774 0.05938 0.05615
 0.05233 0.04536 0.03811 0.03301 0.03002 0.02727 0.02498 0.0233  0.0187
 0.01213 0.00465]"
database_normalized\Car\m1515.obj,Car,m1515.obj,"[0.0779  0.12435 0.11238 0.08859 0.07033 0.05997 0.05629 0.055   0.05183
 0.04646 0.0435  0.03814 0.03458 0.03012 0.02812 0.02509 0.02215 0.01797
 0.0128  0.00443]"
database_normalized\Car\m1516.obj,Car,m1516.obj,"[0.08363 0.08508 0.09024 0.10121 0.07351 0.06642 0.06901 0.06546 0.0609
 0.06072 0.05365 0.04311 0.03774 0.03063 0.027   0.01981 0.01487 0.00946
 0.00559 0.00196]"
database_normalized\Car\m1517.obj,Car,m1517.obj,"[0.07863 0.08403 0.09973 0.10038 0.07347 0.06463 0.06409 0.0646  0.06439
 0.06011 0.05535 0.04476 0.03829 0.03024 0.02427 0.02034 0.01413 0.00999
 0.00632 0.00225]"
database_normalized\Car\m1518.obj,Car,m1518.obj,"[0.08926 0.08024 0.10458 0.09728 0.06273 0.06414 0.06333 0.06345 0.06545
 0.06356 0.05825 0.04377 0.03557 0.02902 0.02354 0.01996 0.01541 0.0105
 0.00703 0.00293]"
database_normalized\Car\m1519.obj,Car,m1519.obj,"[0.07641 0.10322 0.10949 0.09848 0.07396 0.06288 0.058   0.05387 0.05249
 0.05133 0.05129 0.04158 0.03661 0.03279 0.02985 0.02573 0.01865 0.01332
 0.00734 0.00271]"
database_normalized\Car\m1521.obj,Car,m1521.obj,"[0.04557 0.09842 0.11139 0.10712 0.09144 0.07794 0.06656 0.05987 0.05304
 0.0484  0.04532 0.03992 0.03609 0.0326  0.02712 0.02229 0.01719 0.01107
 0.00643 0.00222]"
database_normalized\Car\m1522.obj,Car,m1522.obj,"[0.06618 0.10497 0.11134 0.10092 0.07881 0.06557 0.05834 0.05551 0.05428
 0.05006 0.04903 0.04319 0.03704 0.03223 0.03068 0.02401 0.01774 0.01166
 0.00659 0.00185]"
database_normalized\Car\m1523.obj,Car,m1523.obj,"[0.07378 0.09974 0.10505 0.10181 0.07968 0.0663  0.06275 0.05811 0.05252
 0.05024 0.0478  0.03973 0.03629 0.03416 0.0269  0.02397 0.0184  0.01307
 0.00705 0.00265]"
database_normalized\Car\m1524.obj,Car,m1524.obj,"[0.06568 0.08755 0.09443 0.1059  0.08758 0.07422 0.06779 0.06373 0.05898
 0.05579 0.04956 0.04199 0.03514 0.03083 0.02491 0.02139 0.01496 0.01049
 0.00656 0.00252]"
database_normalized\Car\m1525.obj,Car,m1525.obj,"[0.10021 0.07486 0.07977 0.10585 0.06953 0.06348 0.0672  0.06678 0.06358
 0.0631  0.05834 0.04371 0.03537 0.02939 0.02304 0.01986 0.01473 0.01029
 0.00765 0.00326]"
database_normalized\Car\m1526.obj,Car,m1526.obj,"[0.05733 0.10605 0.1152  0.10347 0.08386 0.06832 0.06136 0.05596 0.04887
 0.04841 0.04388 0.0401  0.03676 0.03404 0.03023 0.0241  0.01878 0.01347
 0.00722 0.00259]"
database_normalized\Car\m1527.obj,Car,m1527.obj,"[0.08835 0.08125 0.09944 0.10406 0.07682 0.06414 0.06181 0.06126 0.0543
 0.05822 0.05422 0.04128 0.0329  0.02924 0.02631 0.02249 0.01795 0.01312
 0.00875 0.00409]"
database_normalized\Car\m1528.obj,Car,m1528.obj,"[0.08332 0.08322 0.10005 0.10277 0.07196 0.06487 0.06609 0.0646  0.06042
 0.05772 0.05158 0.04168 0.0359  0.03288 0.02576 0.02209 0.01507 0.01058
 0.00684 0.0026 ]"
database_normalized\Car\m1529.obj,Car,m1529.obj,"[0.08815 0.08154 0.08851 0.1032  0.07086 0.064   0.06738 0.06593 0.0639
 0.06314 0.05675 0.04503 0.03518 0.03021 0.02382 0.01989 0.01488 0.00922
 0.00571 0.0027 ]"
database_normalized\Car\m1530.obj,Car,m1530.obj,"[0.06197 0.10055 0.11951 0.1021  0.07825 0.06647 0.05958 0.05512 0.05192
 0.04992 0.0468  0.0416  0.03859 0.03578 0.03025 0.02443 0.01718 0.01211
 0.00584 0.00203]"
database_normalized\Car\m1531.obj,Car,m1531.obj,"[0.07092 0.08886 0.11102 0.1008  0.07803 0.06849 0.06051 0.06068 0.05689
 0.05397 0.05205 0.04272 0.03679 0.03303 0.02753 0.02135 0.01625 0.01081
 0.00626 0.00304]"
database_normalized\Car\m1532.obj,Car,m1532.obj,"[0.04731 0.07819 0.09582 0.10826 0.09344 0.08147 0.07567 0.07049 0.06484
 0.05952 0.05275 0.04424 0.03757 0.02854 0.02165 0.01602 0.01104 0.00734
 0.00419 0.00165]"
database_normalized\Car\m1533.obj,Car,m1533.obj,"[0.08876 0.10564 0.1123  0.09009 0.06619 0.05779 0.05279 0.05409 0.05504
 0.05393 0.05066 0.04155 0.03649 0.03293 0.03017 0.02559 0.02086 0.01383
 0.00838 0.00292]"
database_normalized\Car\m1535.obj,Car,m1535.obj,"[0.07363 0.10785 0.11702 0.09798 0.0751  0.06295 0.05614 0.05246 0.04901
 0.04684 0.04636 0.03917 0.03459 0.03133 0.02895 0.02593 0.02279 0.01655
 0.01095 0.0044 ]"
database_normalized\Car\m1536.obj,Car,m1536.obj,"[0.05044 0.09912 0.10927 0.10203 0.08811 0.07425 0.06406 0.06092 0.05527
 0.05119 0.04818 0.04266 0.03806 0.03294 0.02757 0.02188 0.01689 0.01015
 0.00543 0.00158]"
database_normalized\Car\m1538.obj,Car,m1538.obj,"[0.07576 0.0936  0.10068 0.1024  0.07731 0.06647 0.06475 0.06116 0.05809
 0.05458 0.0511  0.04121 0.03704 0.03095 0.02617 0.02213 0.01656 0.01037
 0.00728 0.00239]"
database_normalized\Car\m1539.obj,Car,m1539.obj,"[0.0628  0.09894 0.10709 0.09527 0.079   0.06662 0.06337 0.0626  0.05791
 0.05531 0.0506  0.04403 0.03804 0.03273 0.02783 0.0218  0.01623 0.01111
 0.00643 0.00229]"
database_normalized\Car\m1540.obj,Car,m1540.obj,"[0.10531 0.07632 0.09196 0.10258 0.06092 0.06036 0.06432 0.06565 0.06479
 0.06373 0.05499 0.04099 0.03412 0.02909 0.0242  0.02011 0.01627 0.01231
 0.00848 0.0035 ]"
database_normalized\Car\m1542.obj,Car,m1542.obj,"[0.07364 0.08541 0.0852  0.10142 0.08593 0.07022 0.0707  0.06786 0.06611
 0.06173 0.05175 0.04147 0.033   0.02894 0.02299 0.0187  0.01512 0.01064
 0.00662 0.00255]"
database_normalized\Car\m1543.obj,Car,m1543.obj,"[0.05047 0.10139 0.11553 0.1072  0.08524 0.07162 0.06299 0.05784 0.05184
 0.04763 0.04587 0.04058 0.03655 0.03369 0.02915 0.02413 0.01832 0.01147
 0.00626 0.00223]"
database_normalized\Car\m1544.obj,Car,m1544.obj,"[0.06095 0.10849 0.11254 0.10017 0.08338 0.07044 0.06168 0.05552 0.05027
 0.04602 0.04124 0.03794 0.03417 0.03138 0.02787 0.02524 0.02191 0.01703
 0.01001 0.00375]"
database_normalized\Car\m1545.obj,Car,m1545.obj,"[0.0645  0.10503 0.11337 0.10085 0.08244 0.06882 0.06088 0.05545 0.05202
 0.04515 0.04322 0.03965 0.03593 0.03238 0.02874 0.02468 0.01941 0.01479
 0.00938 0.00331]"
database_normalized\Car\m1546.obj,Car,m1546.obj,"[0.08258 0.09559 0.08085 0.0963  0.08191 0.06961 0.06915 0.06394 0.05999
 0.05832 0.05089 0.0409  0.03279 0.02882 0.0244  0.02185 0.01754 0.0131
 0.0084  0.00307]"
database_normalized\Car\m1547.obj,Car,m1547.obj,"[0.06145 0.10356 0.09707 0.09617 0.08621 0.07523 0.06655 0.06286 0.05822
 0.05111 0.04382 0.03934 0.03286 0.03043 0.02649 0.0232  0.01938 0.01416
 0.0086  0.00329]"
database_normalized\Car\m1548.obj,Car,m1548.obj,"[0.06326 0.10364 0.11467 0.10063 0.08266 0.06958 0.06129 0.05539 0.05174
 0.04725 0.04374 0.03901 0.03594 0.03124 0.02824 0.02442 0.01937 0.01536
 0.00895 0.00362]"
database_normalized\Car\m1550.obj,Car,m1550.obj,"[0.06515 0.09824 0.10265 0.10199 0.08313 0.07091 0.064   0.0602  0.05585
 0.05261 0.0474  0.04175 0.03681 0.03235 0.02751 0.02286 0.01637 0.0116
 0.0064  0.00222]"
database_normalized\Car\m1551.obj,Car,m1551.obj,"[0.07602 0.10317 0.10448 0.09802 0.07668 0.06884 0.06545 0.05861 0.0544
 0.0486  0.04394 0.03731 0.03409 0.03014 0.02808 0.0238  0.02029 0.01536
 0.00953 0.00319]"
database_normalized\Car\m1552.obj,Car,m1552.obj,"[0.06894 0.08496 0.09774 0.10593 0.08311 0.07289 0.06673 0.06223 0.05801
 0.0547  0.05014 0.04412 0.03773 0.03251 0.02582 0.0204  0.01471 0.01071
 0.00654 0.00208]"
database_normalized\Car\m1553.obj,Car,m1553.obj,"[0.05859 0.09601 0.09977 0.10134 0.0912  0.07804 0.06844 0.06078 0.05522
 0.05122 0.04702 0.04284 0.03628 0.03061 0.02712 0.02096 0.01521 0.01034
 0.00642 0.00259]"
database_normalized\Car\m1555.obj,Car,m1555.obj,"[0.06693 0.09402 0.10738 0.08972 0.0769  0.06819 0.06549 0.06736 0.06634
 0.06038 0.05124 0.04164 0.03515 0.02866 0.02387 0.01926 0.01568 0.01159
 0.00756 0.00264]"
database_normalized\Car\m1556.obj,Car,m1556.obj,"[0.07684 0.12429 0.1161  0.08874 0.07288 0.06004 0.05534 0.05147 0.04955
 0.04466 0.04094 0.0376  0.03405 0.03196 0.02984 0.02761 0.02294 0.01874
 0.01213 0.00428]"
database_normalized\Car\m1557.obj,Car,m1557.obj,"[0.07762 0.09399 0.1009  0.08782 0.06118 0.06135 0.06486 0.06913 0.07091
 0.06743 0.05923 0.049   0.03847 0.02986 0.02332 0.0169  0.01208 0.00861
 0.00545 0.00189]"
database_normalized\Car\m1558.obj,Car,m1558.obj,"[0.08844 0.12144 0.11843 0.06874 0.05652 0.0531  0.05645 0.05985 0.05956
 0.05417 0.05139 0.04319 0.03661 0.03163 0.02843 0.02437 0.01953 0.01547
 0.00962 0.00306]"
database_normalized\Car\m1559.obj,Car,m1559.obj,"[0.05597 0.08551 0.11033 0.10187 0.08096 0.07087 0.07013 0.067   0.0655
 0.06014 0.05171 0.04382 0.03394 0.02728 0.02296 0.01792 0.0139  0.01038
 0.00744 0.00237]"
database_normalized\Car\m1560.obj,Car,m1560.obj,"[0.0416  0.08651 0.09885 0.09673 0.08935 0.08368 0.07833 0.07637 0.06942
 0.06126 0.05066 0.04063 0.03347 0.02725 0.02135 0.0165  0.01223 0.00884
 0.00495 0.00202]"
database_normalized\Car\m1561.obj,Car,m1561.obj,"[0.03571 0.08392 0.10464 0.10715 0.10073 0.08688 0.07492 0.06853 0.05986
 0.05468 0.04974 0.0417  0.03431 0.02892 0.02268 0.01805 0.01228 0.00863
 0.00494 0.00173]"
database_normalized\Car\m1562.obj,Car,m1562.obj,"[0.03536 0.06873 0.08368 0.09962 0.10418 0.0947  0.08862 0.08306 0.0742
 0.0634  0.05213 0.04162 0.03166 0.02423 0.01867 0.01311 0.01023 0.00696
 0.00417 0.00167]"
database_normalized\Car\m1563.obj,Car,m1563.obj,"[0.03896 0.08748 0.10264 0.10126 0.09194 0.08303 0.0768  0.07153 0.06703
 0.05958 0.04852 0.04259 0.03471 0.02811 0.02163 0.01704 0.01268 0.00812
 0.00483 0.00152]"
database_normalized\Cellphone\D00018.obj,Cellphone,D00018.obj,"[0.12581 0.1282  0.10093 0.07822 0.06528 0.05592 0.04871 0.04455 0.04124
 0.03819 0.03578 0.03398 0.03181 0.02993 0.02769 0.02723 0.02581 0.02538
 0.02207 0.01327]"
database_normalized\Cellphone\D00032.obj,Cellphone,D00032.obj,"[0.1074  0.10957 0.10558 0.0697  0.0523  0.04984 0.05349 0.06421 0.06958
 0.06534 0.05271 0.03921 0.03466 0.02964 0.02795 0.02368 0.019   0.01401
 0.00895 0.00318]"
database_normalized\Cellphone\D00079.obj,Cellphone,D00079.obj,"[0.07856 0.12127 0.117   0.09352 0.0722  0.06059 0.0525  0.04853 0.04716
 0.04443 0.04158 0.03747 0.03506 0.03261 0.03032 0.02682 0.02335 0.0189
 0.01286 0.00527]"
database_normalized\Cellphone\D00152.obj,Cellphone,D00152.obj,"[0.11213 0.13034 0.09788 0.07152 0.05304 0.04803 0.05028 0.05572 0.05912
 0.05706 0.04964 0.04031 0.03272 0.02861 0.02617 0.02484 0.02302 0.0212
 0.01377 0.0046 ]"
database_normalized\Cellphone\D00192.obj,Cellphone,D00192.obj,"[0.09708 0.13074 0.10495 0.08056 0.06751 0.05751 0.05088 0.04891 0.0494
 0.04659 0.04442 0.03567 0.03296 0.02976 0.02865 0.02644 0.02496 0.02176
 0.01513 0.00612]"
database_normalized\Cellphone\D00248.obj,Cellphone,D00248.obj,"[0.08572 0.11626 0.10635 0.09414 0.07796 0.06562 0.05539 0.04961 0.04579
 0.04319 0.03987 0.0353  0.03464 0.03264 0.02875 0.02513 0.02354 0.02047
 0.01378 0.00585]"
database_normalized\Cellphone\D00312.obj,Cellphone,D00312.obj,"[0.09401 0.1301  0.1096  0.08896 0.06872 0.05713 0.05002 0.04698 0.04262
 0.04076 0.0388  0.03641 0.03457 0.03247 0.03077 0.02825 0.02617 0.02169
 0.01534 0.00663]"
database_normalized\Cellphone\D00327.obj,Cellphone,D00327.obj,"[0.08893 0.12349 0.11143 0.08944 0.07365 0.06037 0.05305 0.04736 0.04309
 0.03978 0.03815 0.03616 0.03376 0.0331  0.03016 0.02792 0.02518 0.02258
 0.01554 0.00686]"
database_normalized\Cellphone\D00362.obj,Cellphone,D00362.obj,"[0.11723 0.09389 0.09731 0.07786 0.05633 0.05225 0.0544  0.06234 0.06219
 0.06    0.06094 0.04568 0.03693 0.03054 0.02588 0.02165 0.01879 0.0145
 0.00818 0.00311]"
database_normalized\Cellphone\D00369.obj,Cellphone,D00369.obj,"[0.06958 0.12086 0.12202 0.09637 0.07762 0.06336 0.05297 0.04885 0.04502
 0.0411  0.04042 0.03777 0.03645 0.03203 0.03177 0.02803 0.02332 0.01704
 0.01136 0.00406]"
database_normalized\Cellphone\D00440.obj,Cellphone,D00440.obj,"[0.09972 0.13543 0.11961 0.08547 0.06624 0.05245 0.04448 0.04086 0.04099
 0.04118 0.03685 0.0328  0.03224 0.03226 0.03079 0.03034 0.02808 0.02365
 0.01906 0.0075 ]"
database_normalized\Cellphone\D00527.obj,Cellphone,D00527.obj,"[0.10696 0.12766 0.10513 0.08004 0.06304 0.05603 0.05432 0.04796 0.04447
 0.04424 0.04074 0.03963 0.03509 0.03052 0.02803 0.02536 0.02181 0.0206
 0.01717 0.0112 ]"
database_normalized\Cellphone\D00542.obj,Cellphone,D00542.obj,"[0.08174 0.11589 0.10662 0.09091 0.07666 0.06677 0.05917 0.05394 0.04915
 0.04466 0.03945 0.0362  0.03234 0.02958 0.02831 0.02583 0.02342 0.01977
 0.01361 0.00598]"
database_normalized\Cellphone\D00554.obj,Cellphone,D00554.obj,"[0.07493 0.11746 0.11192 0.09178 0.07232 0.06281 0.05679 0.05243 0.05117
 0.05073 0.0462  0.04053 0.03428 0.03185 0.02875 0.02585 0.02092 0.01518
 0.00989 0.00421]"
database_normalized\Cellphone\D00559.obj,Cellphone,D00559.obj,"[0.11046 0.12276 0.10792 0.07213 0.06008 0.05274 0.05301 0.05029 0.05184
 0.05132 0.04788 0.04012 0.03403 0.03111 0.02732 0.02481 0.02202 0.01917
 0.01466 0.00633]"
database_normalized\Cellphone\D00817.obj,Cellphone,D00817.obj,"[0.11354 0.12719 0.10377 0.07718 0.06088 0.05247 0.04818 0.04983 0.04889
 0.04804 0.04476 0.03669 0.03238 0.02979 0.02738 0.02537 0.02426 0.02137
 0.01803 0.01   ]"
database_normalized\Cellphone\D00848.obj,Cellphone,D00848.obj,"[0.09448 0.13414 0.11222 0.08433 0.06766 0.05556 0.04837 0.04644 0.04334
 0.04273 0.04101 0.0371  0.03344 0.03136 0.02938 0.02843 0.02667 0.02328
 0.015   0.00506]"
database_normalized\Cellphone\D00902.obj,Cellphone,D00902.obj,"[0.0569  0.10239 0.10033 0.0935  0.08107 0.06693 0.0649  0.06552 0.06296
 0.0619  0.05751 0.0484  0.03899 0.03107 0.02378 0.01737 0.01236 0.00848
 0.00449 0.00115]"
database_normalized\Cellphone\D00979.obj,Cellphone,D00979.obj,"[0.11096 0.12236 0.10709 0.0735  0.05774 0.05292 0.05221 0.05133 0.05179
 0.05205 0.04645 0.0396  0.03531 0.03128 0.02689 0.02438 0.02208 0.02001
 0.01552 0.00653]"
database_normalized\Cellphone\D00997.obj,Cellphone,D00997.obj,"[0.07783 0.11629 0.10642 0.07973 0.06128 0.05527 0.05565 0.06131 0.06636
 0.06508 0.05697 0.04658 0.03876 0.03023 0.02545 0.02079 0.01624 0.01094
 0.00645 0.00237]"
database_normalized\Chess\D01017.obj,Chess,D01017.obj,"[0.04492 0.09403 0.10862 0.10138 0.08097 0.07107 0.06994 0.07251 0.07174
 0.06384 0.05137 0.03958 0.03181 0.0247  0.02065 0.01722 0.01481 0.01117
 0.00681 0.00286]"
database_normalized\Chess\D01019.obj,Chess,D01019.obj,"[0.06729 0.12812 0.11796 0.0856  0.06686 0.05848 0.05502 0.05899 0.05893
 0.05254 0.04332 0.03627 0.03176 0.03089 0.0272  0.02637 0.02178 0.01685
 0.0112  0.00457]"
